14:09:31  Output dir : /home/amirabbas-kazeminia/Projects/pruning/outputs/nullseye_resnet/f877d4fe/2e26e87f/62acb063
14:09:31  Log dir    : /home/amirabbas-kazeminia/Projects/pruning/logs/nullseye_resnet/f877d4fe/2e26e87f/62acb063
14:09:31  Model: ResNet(
  (blocks): ModuleList(
    (0): ResidualBlock(
      (branch): Sequential(
        (0): Linear(in_features=2, out_features=128, bias=True)
        (1): ReLU()
        (2): Linear(in_features=128, out_features=128, bias=True)
      )
      (shortcut): Linear(in_features=2, out_features=128, bias=False)
      (relu): ReLU()
    )
    (1-2): 2 x ResidualBlock(
      (branch): Sequential(
        (0): Linear(in_features=128, out_features=128, bias=True)
        (1): ReLU()
        (2): Linear(in_features=128, out_features=128, bias=True)
      )
      (shortcut): Identity()
      (relu): ReLU()
    )
  )
  (head): Linear(in_features=128, out_features=1, bias=True)
)
14:09:31  Fitting bullseye(x) with 83329 parameters
14:09:31  === Training ===
14:09:56  Epoch 7750 | train 0.000000 | val 2.105994
14:09:56  Epoch 7800 | train 0.000000 | val 2.105994
14:09:56  Epoch 7850 | train 0.000000 | val 2.105995
14:09:56  Epoch 7900 | train 0.000000 | val 2.105994
14:09:56  Epoch 7950 | train 0.000000 | val 2.105994
14:09:56  Epoch 8000 | train 0.000000 | val 2.105995
14:09:56  Epoch 8050 | train 0.000000 | val 2.105995
14:09:56  Epoch 8100 | train 0.000000 | val 2.105995
14:09:56  Epoch 8150 | train 0.000000 | val 2.105995
14:09:57  Epoch 8200 | train 0.000000 | val 2.105995
14:09:57  Epoch 8250 | train 0.000336 | val 2.091007
14:09:57  Epoch 8300 | train 0.000001 | val 2.091629
14:09:57  Epoch 8350 | train 0.000000 | val 2.090415
14:09:57  Epoch 8400 | train 0.000000 | val 2.090493
14:09:57  Epoch 8450 | train 0.000000 | val 2.090458
14:09:57  Epoch 8500 | train 0.000000 | val 2.090441
14:09:57  Epoch 8550 | train 0.000000 | val 2.090434
14:09:57  Epoch 8600 | train 0.000000 | val 2.090432
14:09:57  Epoch 8650 | train 0.000000 | val 2.090435
14:09:57  Epoch 8700 | train 0.000000 | val 2.090444
14:09:57  Epoch 8750 | train 0.000000 | val 2.090458
14:09:58  Epoch 8800 | train 0.000000 | val 2.090472
14:09:58  Epoch 8850 | train 0.000000 | val 2.090485
14:09:58  Epoch 8900 | train 0.000000 | val 2.090497
14:09:58  Epoch 8950 | train 0.000000 | val 2.090512
14:09:58  Epoch 9000 | train 0.000000 | val 2.090526
14:09:58  Epoch 9050 | train 0.000000 | val 2.090538
14:09:58  Epoch 9100 | train 0.000000 | val 2.090550
14:09:58  Epoch 9150 | train 0.000000 | val 2.090561
14:09:58  Epoch 9200 | train 0.000000 | val 2.090570
14:09:58  Epoch 9250 | train 0.000000 | val 2.090581
14:09:58  Epoch 9300 | train 0.000000 | val 2.090590
14:09:58  Epoch 9350 | train 0.000000 | val 2.090598
14:09:58  Epoch 9400 | train 0.000000 | val 2.090605
14:09:59  Epoch 9450 | train 0.000000 | val 2.090611
14:09:59  Epoch 9500 | train 0.000000 | val 2.090618
14:09:59  Epoch 9550 | train 0.000000 | val 2.090624
14:09:59  Epoch 9600 | train 0.000000 | val 2.090629
14:09:59  Epoch 9650 | train 0.000000 | val 2.090633
14:09:59  Epoch 9700 | train 0.000000 | val 2.090637
14:09:59  Epoch 9750 | train 0.000000 | val 2.090641
14:09:59  Epoch 9800 | train 0.000000 | val 2.090644
14:09:59  Epoch 9850 | train 0.000000 | val 2.090647
14:09:59  Epoch 9900 | train 0.000000 | val 2.090650
14:09:59  Epoch 9950 | train 0.000000 | val 2.090653
14:09:59  Epoch 10000 | train 0.000000 | val 2.090656
14:10:00  === Efficiency: original vs fine-tuned ===
14:10:00    Parameters :   83,329  →    67,642   (18.8% reduction)
14:10:00    Model size :   325.50 KB  →    264.23 KB
14:10:00    FLOPs      :  165,120  →   133,872   (18.9% reduction)
14:10:00    Infer time :    50.44 µs  →     67.89 µs   (-34.6% faster)
14:10:00  Saved results to /home/amirabbas-kazeminia/Projects/pruning/outputs/nullseye_resnet/f877d4fe/2e26e87f/62acb063/results.json
14:10:00  Saved pruning summary to /home/amirabbas-kazeminia/Projects/pruning/outputs/nullseye_resnet/f877d4fe/2e26e87f/62acb063/pruning_summary.png
